song_title,artist,genre,lyrics,clean_lyrics
Are You Even Real,Teddy Swims & GIVEON,Pop,"Are you even real
Or did I make you up?
How could someone like you
Wanna give me love?
Don't think I deserve you
But I can't get enough

You're so beautiful, spiritual
More like a miracle
Part of me's scared that you
Might be invisible (Oh)
Too good to be true

Tell me
Are you, are you
Are you, are you
Made up in my head, or are you in my bedroom?
Questions that I ask ever since I met you (Hm-hm-hm)
Tеll me
Are you (Are you), arе you (Are you)
Are you, are you
Somethin' from a dream or somethin' that I made up?
Questions that I ask every time that I wake up (Oh)

You never do too much (Oh)
Somehow, you're still enough for me
I can feel the rush
Even when you slow-dance for me
Lookin' at you layin' right there
Are you from this world? I swear

You're beautiful, spiritual (Oh)
I just want you to know
Is it all pretend, or somethin' I made real?
I don't know what to think (Don't know, don't know, don't know)
And if it's all a dream, I don't wanna wake up

Are you (Are you), are you
Are you, are you
Made up in my head, or are you in my bedroom? (In my bedroom)
Questions that I ask ever since I met you, ah
Tell me
Are you (Are you), are you (Are you)
Are you (Are you), are you
Somethin' from a dream or somethin' that I made up?
Questions that I ask every time that I wake up

Are you?",are you even real or did i make you up how could someone like you wanna give me love dont think i deserve you but i cant get enough youre so beautiful spiritual more like a miracle part of mes scared that you might be invisible oh too good to be true tell me are you are you are you are you made up in my head or are you in my bedroom questions that i ask ever since i met you hmhmhm tеll me are you are you arе you are you are you are you somethin from a dream or somethin that i made up questions that i ask every time that i wake up oh you never do too much oh somehow youre still enough for me i can feel the rush even when you slowdance for me lookin at you layin right there are you from this world i swear youre beautiful spiritual oh i just want you to know is it all pretend or somethin i made real i dont know what to think dont know dont know dont know and if its all a dream i dont wanna wake up are you are you are you are you are you made up in my head or are you in my bedroom in my bedroom questions that i ask ever since i met you ah tell me are you are you are you are you are you are you are you somethin from a dream or somethin that i made up questions that i ask every time that i wake up are you
Ojos Tristes,"Selena Gomez, benny blanco & The Marias",pop,"No, it's not hard to see
That you probably feel worse than me
It's not your fault I have to leave
Please don't you look that way, baby

Those sad eyes, sad eyes
You know I don't wanna say goodbye
Don't cry, don't cry
Just hold me for one last time

El muchacho de los ojos tristes
Vive solo y necesita amor
Como el aire, necesita verme
Como al sol, lo necesito yo
El muchacho de los ojos tristes (That boy is sad)
Ha encontrado al fin una razón (I wanna hold him)
Para hacer que su mirada ría (And seize the night)
Con mis besos y mi gran amor

Han pasado dos años
Te sigo pensando en todos mis sentidos
Antes eran tus ojos lloviendo en otoño
Y ahora son los míos

Cómo cambió, amor
Felices éramos los dos
Y ahora lloro, por Dios
Tristeza en mí amaneció

El muchacho de los ojos tristes
Vive solo y necesita amor
Como el aire, necesita verme
Como al sol, lo necesito yo
El muchacho de los ojos tristes (That boy is sad)
Ha encontrado al fin una razón (I wanna hold him)
Para hacer que su mirada ría (And seize the night)
Con mis besos y mi gran amor

La-da-da-da, da-da, da-da, da-da
La-da-da-da, da-da, da-da, da-da
La-da-da-da, da-da, da-da, da-da
La-da-da-da, da-da, da-da, da-da",no its not hard to see that you probably feel worse than me its not your fault i have to leave please dont you look that way baby those sad eyes sad eyes you know i dont wanna say goodbye dont cry dont cry just hold me for one last time el muchacho de los ojos tristes vive solo y necesita amor como el aire necesita verme como al sol lo necesito yo el muchacho de los ojos tristes that boy is sad ha encontrado al fin una razón i wanna hold him para hacer que su mirada ría and seize the night con mis besos y mi gran amor han pasado dos años te sigo pensando en todos mis sentidos antes eran tus ojos lloviendo en otoño y ahora son los míos cómo cambió amor felices éramos los dos y ahora lloro por dios tristeza en mí amaneció el muchacho de los ojos tristes vive solo y necesita amor como el aire necesita verme como al sol lo necesito yo el muchacho de los ojos tristes that boy is sad ha encontrado al fin una razón i wanna hold him para hacer que su mirada ría and seize the night con mis besos y mi gran amor ladadada dada dada dada ladadada dada dada dada ladadada dada dada dada ladadada dada dada dada
EOO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin","Ella viene por ahí y nunca llega sola, so-so-so-so—
Ella nunca llega sola
To' los bandi-bandido' le sueltan las pistola', pa-pa-pa-pa—
Esta es noche lo que hay-hay-hay-hay-hay (Dice)

Perreo, baby (Sobeteo, baby)
Tra-tra, baby (Hasta abajo, baby)
En la disco, baby (Yo te cojo, baby)
Tra-tra, baby (Tra-tra, baby)
Perreo, baby (Sobeteo, baby)
Tra-tra, baby (Hasta abajo, baby)
En la disco, baby (Yo te cojo, baby)
Ey (Tra-tra, baby), ey (Tra-tra, baby)

Yo se la mamo y se pone contenta
Está wheeleá' y ya cumplió los 30
Después de las 12 no los cuenta
No la llame' en el jangueo si no quiere' que mienta
'Tás escuchando al número uno en venta'
Por eso con nosotro' nadiе inventa
Me siento como un bichotе en los 90
Lo tengo para'o, ven pa' que lo sienta'
Dale, mami, pégate (¡Ah!), vírate
Si me mira' mucho, sabe' que voy a besarte
Dale, mami, pégate (¡Ah!), vírate
Si te beso y me lo agarra', entonce' vo'a llevarte

Mira, puñeta, no me quiten el pe-pe-pe-pe-pe-pe-pe—

Mami, yo sé que tú te vuelve' loca cuando el perreo te azota
Pero obliga'o tú te acuerda' de mí si me ve' por ahí
Mami, yo sé que tú te vuelve' loca cuando el perreo te azota
Pero obliga'o tú te acuerda' de mí, de cuando te di

Perreo, baby, tra-tra, baby
En la disco, baby, vamo' a darle, baby
Hasta abajo, baby, no te quite', baby
Bellaqueo, baby, tú y yo solos, baby
Perreo, baby, tra-tra, baby
En la disco, baby, te lo meto, baby
Aquí mismo, baby, delante de tu baby
Te compro la BM y también el AP

Ey, te doy de'o bailando, mami, estoy testing (Dale), ey
Tráete a tu bestie (Uh), que a la do' le bajamo' el panty (Tra)
Tiene a 20 en lista 'e waiting (Dale)
Te lo tiro en la espalda, body painting (¡Oh!)
Rompiendo la calle desde los twenty
Anda cazando, no está dating
Rompe la calle siempre que sale
Mami, tú 'tá fit, vo'a lamberte lo' abdominale'
Rompe la calle siempre que sale
Me gusta' porque tú y yo somo' iguale'
Siempre queremo' perreo, -eo
Tú y yo 'tamo envuelto' en el bellaqueo
Cuando nos ponen perreo, -eo, ey
No me ronquen, cabrone', que acá no lo' veo

'Tás escuchando música de Puerto Rico, cabrón
Nosotro' nos criamo' escuchando y cantando esto
En los caserío', en los barrio'
Desde los 90 hasta el 2000 por siempre
Y ando con el mejor de to' los tiempo, Tainy
Y yo no tengo que roncar, ustedes saben ya
Yeah-yeah-yeah-yeah, yeah-yeah-yeah-yeah
Bad Bunny, baby, Bad Bunny, baby, eh
Tainy, Tainy, Tainy, Tainy
Chequéate la historia",ella viene por ahí y nunca llega sola sosososo— ella nunca llega sola to los bandibandido le sueltan las pistola papapapa— esta es noche lo que hayhayhayhayhay dice perreo baby sobeteo baby tratra baby hasta abajo baby en la disco baby yo te cojo baby tratra baby tratra baby perreo baby sobeteo baby tratra baby hasta abajo baby en la disco baby yo te cojo baby ey tratra baby ey tratra baby yo se la mamo y se pone contenta está wheeleá y ya cumplió los 30 después de las 12 no los cuenta no la llame en el jangueo si no quiere que mienta tás escuchando al número uno en venta por eso con nosotro nadiе inventa me siento como un bichotе en los 90 lo tengo parao ven pa que lo sienta dale mami pégate ¡ah vírate si me mira mucho sabe que voy a besarte dale mami pégate ¡ah vírate si te beso y me lo agarra entonce voa llevarte mira puñeta no me quiten el pepepepepepepe— mami yo sé que tú te vuelve loca cuando el perreo te azota pero obligao tú te acuerda de mí si me ve por ahí mami yo sé que tú te vuelve loca cuando el perreo te azota pero obligao tú te acuerda de mí de cuando te di perreo baby tratra baby en la disco baby vamo a darle baby hasta abajo baby no te quite baby bellaqueo baby tú y yo solos baby perreo baby tratra baby en la disco baby te lo meto baby aquí mismo baby delante de tu baby te compro la bm y también el ap ey te doy deo bailando mami estoy testing dale ey tráete a tu bestie uh que a la do le bajamo el panty tra tiene a 20 en lista e waiting dale te lo tiro en la espalda body painting ¡oh rompiendo la calle desde los twenty anda cazando no está dating rompe la calle siempre que sale mami tú tá fit voa lamberte lo abdominale rompe la calle siempre que sale me gusta porque tú y yo somo iguale siempre queremo perreo eo tú y yo tamo envuelto en el bellaqueo cuando nos ponen perreo eo ey no me ronquen cabrone que acá no lo veo tás escuchando música de puerto rico cabrón nosotro nos criamo escuchando y cantando esto en los caserío en los barrio desde los 90 hasta el 2000 por siempre y ando con el mejor de to los tiempo tainy y yo no tengo que roncar ustedes saben ya yeahyeahyeahyeah yeahyeahyeahyeah bad bunny baby bad bunny baby eh tainy tainy tainy tainy chequéate la historia
Steve's Lava Chicken,Jack Black,Hard Rock,"“Steve’s Lava Chicken” is the seventh track on A Minecraft Movie’s soundtrack.
The song is sung by Jack Black in A Minecraft Movie when Steve (played by Jack Black) shows to the other… Read More 
La-la-la-lava, ch-ch-ch-chicken
Steve's Lava Chicken, yeah, it's tasty as hell
Ooh, mamacita, now you're ringin' the bell
Crispy and juicy, now you're havin' a snack
Ooh, super spicy, it's a lava attack",“steve’s lava chicken” is the seventh track on a minecraft movie’s soundtrack the song is sung by jack black in a minecraft movie when steve played by jack black shows to the other… read more lalalalava chchchchicken steves lava chicken yeah its tasty as hell ooh mamacita now youre ringin the bell crispy and juicy now youre havin a snack ooh super spicy its a lava attack
The Largest,BigXthaPlug,southern hip hop,"(Tony Coles)
Ayy (Let the band play)

Safe to say I'm the biggest, the largest
Been steppin' on shit since my mama stayed in them apartments, regardless
My daddy told me keep the heat even when I'm in foreigns, I'm heartless
'Cause these niggas is hatin' on me just because I'm the biggest, the largest
The biggest, the largest

30K on my wrist just for hard times
These niggas just mad 'cause thеy bitch in my archives
Jordan came back, throw the 45
If you play, thеn you lay right there by yo' own kind
Pour up a four in a Loko
Tell 'em run this bitch back like Soso
Got rap shit here in a chokehold
Did a show out in Austin, shoutout to Bobo
Moved out the trenches, now look how we live
Told my BM to furnish the crib
Walk out the mall with some shoes for the kids
Deposit a check, shit, my bank full of M's
Paid up my rent, now I'm up for the year
The view look crazy from here
What I paid for some dogs, could've bought me veneers
Texas piece on my neck, could've bought your career

Safe to say I'm the biggest, the largest
Been steppin' on shit since my mama stayed in them apartments, regardless
My daddy told me keep the heat even when I'm in foreigns, I'm heartless
'Cause these niggas is hatin' on me just because I'm the biggest, the largest
The biggest, the largest

Ayy, stuffin' Cali' plug weed in the blunt
Let my lil' brother roll him a Dutch
My lil' boy get whatever he want
Madam T don't be askin' for much
Pourin' lean on the nuggets of runtz
Spill the rest of that drank in a punch
Left wrist on some ""I had to stunt""
Right wrist, I just did it because
600 the label, you know we comin'
Tell them niggas they ain't takin' nothin'
Standin' on business, we shootin' or punchin'
Hatin'-ass nigga, go get you some money
I just got off a tour, finna go on another one
Album done, finna drop me another one
Couple of M's, finna run up another one
Super Bowl rings, shit, I had to go double 'em

Safe to say I'm the biggest, the largest
Been steppin' on shit since my mama stayed in them apartments, regardless
My daddy told me keep the heat even when I'm in foreigns, I'm heartless
'Cause these niggas is hatin' on me just because I'm the biggest, the largest
The biggest, the largest (Ayy)",tony coles ayy let the band play safe to say im the biggest the largest been steppin on shit since my mama stayed in them apartments regardless my daddy told me keep the heat even when im in foreigns im heartless cause these niggas is hatin on me just because im the biggest the largest the biggest the largest 30k on my wrist just for hard times these niggas just mad cause thеy bitch in my archives jordan came back throw the 45 if you play thеn you lay right there by yo own kind pour up a four in a loko tell em run this bitch back like soso got rap shit here in a chokehold did a show out in austin shoutout to bobo moved out the trenches now look how we live told my bm to furnish the crib walk out the mall with some shoes for the kids deposit a check shit my bank full of ms paid up my rent now im up for the year the view look crazy from here what i paid for some dogs couldve bought me veneers texas piece on my neck couldve bought your career safe to say im the biggest the largest been steppin on shit since my mama stayed in them apartments regardless my daddy told me keep the heat even when im in foreigns im heartless cause these niggas is hatin on me just because im the biggest the largest the biggest the largest ayy stuffin cali plug weed in the blunt let my lil brother roll him a dutch my lil boy get whatever he want madam t dont be askin for much pourin lean on the nuggets of runtz spill the rest of that drank in a punch left wrist on some i had to stunt right wrist i just did it because 600 the label you know we comin tell them niggas they aint takin nothin standin on business we shootin or punchin hatinass nigga go get you some money i just got off a tour finna go on another one album done finna drop me another one couple of ms finna run up another one super bowl rings shit i had to go double em safe to say im the biggest the largest been steppin on shit since my mama stayed in them apartments regardless my daddy told me keep the heat even when im in foreigns im heartless cause these niggas is hatin on me just because im the biggest the largest the biggest the largest ayy
No Pole,Don Toliver,Hip-Hop/Rap,"Yeah, uh-uh, uh-uh
Uh-uh, yeah-yeah, yeah-yeah
Uh-uh, yeah

She don't wanna strip no more, don't wanna hit that pole (Oh)
Hit my old plug, I get it in and go (Ooh, ooh)
Shawty owe me something, better pay your toll (Pay up, pay up)
I lick the spoon and I scrape the bowl (Skrrt, skrrt)
Scrape the bowl (Skrrt, skrrt), scrape the bowl (Skrrt, skrrt)

Like, did you get the memo?
She eat at out of the relay
I'm poppin' hella Skittles
Then I can solve your riddle
We'll smoke you like it's menthol
This dude is crazy mental
A suave, hood hеro
Got Johnny Dang dental
She's a nympho
She slobbin' on hеr pillow
Got chicken, Rob' De Niro
She's too gone and she can't hear you (Ooh, ooh, I know)

She don't wanna strip no more, don't wanna hit that pole
Hit my old plug, I get it in and go
She don't wanna strip no more, don't wanna hit that pole (Oh)
Hit my old plug, I get it in and go (Ooh, ooh)
Shawty owe me something, better pay your toll (Pay up, pay up)
I lick the spoon and I scrape the bowl (Skrrt, skrrt)
Scrape the bowl (Skrrt, skrrt), scrape the bowl (Skrrt, skrrt)

Seein' way too many ones
I'm 'bout to throw some hundreds (I'm 'bout to throw some hundreds)
In that old life that you run from
Baby girl, keep running (Ooh, keep running)
It's pressure with me, sexually (Sexually)
Check my bank account (Ooh, ooh), it's precious to me
I got my anchor out (Ooh, ooh), I'm locked in your sea
You know you're my baby now, you're special to me
I bought you time, I bought you diamonds, you can keep the receipt
I got you down, I got you loose, I guess you owe it to me
Is you down or nah? Fuck around, find your spot
I get you lit, lit, drunk, trip
Watch me slip inside

She don't wanna strip no more, don't wanna hit that pole (Oh)
Hit my old plug, I get it in and go (Ooh, ooh)
Shawty owe me something, better pay your toll (Pay up, pay up)
I lick the spoon and I scrape the bowl (Skrrt, skrrt)
Scrape the bowl (Skrrt, skrrt), scrape the bowl (Skrrt, skrrt)

And I sent her away
Pull out, sent her on her way
She don't wanna hit the strip club, no, no
She don't wanna go strip, no, no
She don't wanna go strip, no way",yeah uhuh uhuh uhuh yeahyeah yeahyeah uhuh yeah she dont wanna strip no more dont wanna hit that pole oh hit my old plug i get it in and go ooh ooh shawty owe me something better pay your toll pay up pay up i lick the spoon and i scrape the bowl skrrt skrrt scrape the bowl skrrt skrrt scrape the bowl skrrt skrrt like did you get the memo she eat at out of the relay im poppin hella skittles then i can solve your riddle well smoke you like its menthol this dude is crazy mental a suave hood hеro got johnny dang dental shes a nympho she slobbin on hеr pillow got chicken rob de niro shes too gone and she cant hear you ooh ooh i know she dont wanna strip no more dont wanna hit that pole hit my old plug i get it in and go she dont wanna strip no more dont wanna hit that pole oh hit my old plug i get it in and go ooh ooh shawty owe me something better pay your toll pay up pay up i lick the spoon and i scrape the bowl skrrt skrrt scrape the bowl skrrt skrrt scrape the bowl skrrt skrrt seein way too many ones im bout to throw some hundreds im bout to throw some hundreds in that old life that you run from baby girl keep running ooh keep running its pressure with me sexually sexually check my bank account ooh ooh its precious to me i got my anchor out ooh ooh im locked in your sea you know youre my baby now youre special to me i bought you time i bought you diamonds you can keep the receipt i got you down i got you loose i guess you owe it to me is you down or nah fuck around find your spot i get you lit lit drunk trip watch me slip inside she dont wanna strip no more dont wanna hit that pole oh hit my old plug i get it in and go ooh ooh shawty owe me something better pay your toll pay up pay up i lick the spoon and i scrape the bowl skrrt skrrt scrape the bowl skrrt skrrt scrape the bowl skrrt skrrt and i sent her away pull out sent her on her way she dont wanna hit the strip club no no she dont wanna go strip no no she dont wanna go strip no way
Feel It,d4vd,Alternative,"What do you have in store?
One life away, we can't explore
But I don't want to get in the way no more
'Cause this the type of feeling you can't ignore, ayy
I'm ready to break down the door, settle the score
I can't let you go away
I miss the smile on your face
You know that I lo-lo-lo-love the chase

You told me once that I was crazy
I said ""Baby girl, I know, but I can't let you go away""
So don't you get me started now
I want a yes, I don't want maybes
'Cause they leave me where you found me
So don't leave

Ooh, I just love the way you've got me feeling
In love with the feeling
It's like, ooh
Take away the pain
Baby, I'm healing, baby, I'm healing
I don't need anything more
Be the wave, I'll be the shore
Crashing all over me
I want you (Fire)

What do you have in store?
Type of girl that make me drop dead on the floor
This the only girl that I love and adore
This the type of love that you can't ignore
I said, ""Hey, she coming my way""
She running 'round saying whatever she wanna say
I told her I don't wanna have to do this everyday
Told her that I love her but she thinking it's a game
Oh, no
Now she uncomfortable
Never wanna make her feel one-dimensional (Oh, yeah-oh, nah-nah-nah)
Don't know how we got there, don't you get me started now

You told me once that I was crazy
I said ""Baby girl, I know, but I can't let you go away""
So don't you get me started now
I want a yes, I don't want maybes
'Cause they leave me where you found me
So don't leave

Ooh, I just love the way you've got me feeling (Oh, you got me feeling)
In love with the feeling (Oh, you got me feeling)
It's like, ooh
Take away the pain
Baby, I'm healing, baby, I'm healing (Baby, I'm healing, baby I'm healing)
I don't need anything more (Ooh)
Be the wave, I'll be the shore (Sho-o-ore)
Crashing all over me
I want you (Oh, yeah-ah-ah)",what do you have in store one life away we cant explore but i dont want to get in the way no more cause this the type of feeling you cant ignore ayy im ready to break down the door settle the score i cant let you go away i miss the smile on your face you know that i lolololove the chase you told me once that i was crazy i said baby girl i know but i cant let you go away so dont you get me started now i want a yes i dont want maybes cause they leave me where you found me so dont leave ooh i just love the way youve got me feeling in love with the feeling its like ooh take away the pain baby im healing baby im healing i dont need anything more be the wave ill be the shore crashing all over me i want you fire what do you have in store type of girl that make me drop dead on the floor this the only girl that i love and adore this the type of love that you cant ignore i said hey she coming my way she running round saying whatever she wanna say i told her i dont wanna have to do this everyday told her that i love her but she thinking its a game oh no now she uncomfortable never wanna make her feel onedimensional oh yeahoh nahnahnah dont know how we got there dont you get me started now you told me once that i was crazy i said baby girl i know but i cant let you go away so dont you get me started now i want a yes i dont want maybes cause they leave me where you found me so dont leave ooh i just love the way youve got me feeling oh you got me feeling in love with the feeling oh you got me feeling its like ooh take away the pain baby im healing baby im healing baby im healing baby im healing i dont need anything more ooh be the wave ill be the shore shooore crashing all over me i want you oh yeahahah
Die Trying,"PARTYNEXTDOOR, Drake & Yebba",r&b,"Yeah

Girl, I can't decide if I should stay and say I tried
Or I should leave and say goodbye
It's killin' me inside

If I could just get next to you, I'd probably be alright
But we're so busy in this life
We always say, ""Some other time""
Why won't my tears work? It's been a decade since I've cried
I got no dog left in the fight
The bark don't match the bite
Me and my old man, we just get fucked up every night
He said, ""Son, these hoes just don't love you""
I said, ""I'll keep that in mind""
Those ain't words to live by, wouldn't call that sound advice
Our future doesn't sound too bright
But I just nod and say, ""You're right,"" I do

Girl, I can't decide if I should stay and say I tried
Or I should leave and say goodbye
It's killin' me inside

And all my (My) presents to show my affection
Flowers and diamonds and jets through the sky
I'm not here to teach you a lesson (No)
I'm just a caring and passionate guy
Talks with your friends got you changin' your vibe
Talks with your friends got you changin'
Talks with your friends got you changin' your vibe
Talking to your friends

Girl, I miss my friends, you know too much of them have died
I wish that they were still alive
Just to see the silver lines
This year, me and God, we wasn't seein' eye to eye
I prayed to her from time to time
She was busy on another vibe
I can't vent to you through no text message and reply
I need to see you face to face
Gotta look you in the eye, I do

Girl, I can't decide if I should stay and say I tried
Or I should leave and say goodbye
It's killin' me inside

And all my presents to show my affection
Flowers and diamonds and jets through the sky
I'm not here to teach you a lesson (No, no)
I'm just a caring and passionate guy
Talks with your friends got you changin' your vibe
Talks with your friends got you changin'
Talks with your friends got you changin' your vibe
Talking to your friends

Ooh, another misunderstanding, of course
I pushed you away 'cause that's what I could afford
Ooh, we felt way too true and it hurts
So laughing or crying will only make it worse",yeah girl i cant decide if i should stay and say i tried or i should leave and say goodbye its killin me inside if i could just get next to you id probably be alright but were so busy in this life we always say some other time why wont my tears work its been a decade since ive cried i got no dog left in the fight the bark dont match the bite me and my old man we just get fucked up every night he said son these hoes just dont love you i said ill keep that in mind those aint words to live by wouldnt call that sound advice our future doesnt sound too bright but i just nod and say youre right i do girl i cant decide if i should stay and say i tried or i should leave and say goodbye its killin me inside and all my my presents to show my affection flowers and diamonds and jets through the sky im not here to teach you a lesson no im just a caring and passionate guy talks with your friends got you changin your vibe talks with your friends got you changin talks with your friends got you changin your vibe talking to your friends girl i miss my friends you know too much of them have died i wish that they were still alive just to see the silver lines this year me and god we wasnt seein eye to eye i prayed to her from time to time she was busy on another vibe i cant vent to you through no text message and reply i need to see you face to face gotta look you in the eye i do girl i cant decide if i should stay and say i tried or i should leave and say goodbye its killin me inside and all my presents to show my affection flowers and diamonds and jets through the sky im not here to teach you a lesson no no im just a caring and passionate guy talks with your friends got you changin your vibe talks with your friends got you changin talks with your friends got you changin your vibe talking to your friends ooh another misunderstanding of course i pushed you away cause thats what i could afford ooh we felt way too true and it hurts so laughing or crying will only make it worse
Like Him,"Tyler, The Creator Featuring Lola Young",Hip-Hop/Rap,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body
You got that nigga long arms, fingers and shit
Flat feet, big di—

She said that I make expressions like him
My legs to my shoulders and my chin like him
My waist and my posture like him
Like him
Like him, like him, like him
Mama, I'm chasin' a ghost
I don't know who he is
Mama, I'm chasin' a ghost
I don't know where he is
Mama, I'm chasin' a ghost
Do I look like him? (Like what?)
Like him (Like what?)
Like him (Like what?)
Like him (La-la-la-la)
(La-la-la-la)

You gave me love and affection
Attention (Go), protection
How could I ever miss somethin' (Go)
That I'd never had?
I would nevеr judge ya
'Cause evеrything worked out without him (Like what?)
Like him (Like what?)
Like him (Huh?)
Mama, I'm chasin' a ghost
I don't know who he is
Mama, I'm chasin' a ghost
I don't know where he is
Mama, I'm chasin' a ghost
Do I look
(Huh?)

Like him
Like him
I decided to
Anything that lives inside of you
I would never ever lie to you (Yeah)
You ain't ever gotta lie to me
I'm everything that I've strived to be
So do I look like him?
Do I look like him? (Like him, like him, like him, like him)
I don't look like him
(Like him)

It was my fault, not yours, not his, it was my fault, I'm sorry
You know
It was my fault
Not him, 'cause he always wanted to be there for you
And I'm sorry I was young
But he's always wanted to be a father to you
So I, I fucked up and I take ownership of that
Of my choices and decisions
And I'm sorry for that
He's a good guy
So don't hold that against him, because it was my fault
Just, you know, forgive me",damn nigga every time i look at you i swear to god nigga you got that nigga feet you got that nigga body you got that nigga long arms fingers and shit flat feet big di— she said that i make expressions like him my legs to my shoulders and my chin like him my waist and my posture like him like him like him like him like him mama im chasin a ghost i dont know who he is mama im chasin a ghost i dont know where he is mama im chasin a ghost do i look like him like what like him like what like him like what like him lalalala lalalala you gave me love and affection attention go protection how could i ever miss somethin go that id never had i would nevеr judge ya cause evеrything worked out without him like what like him like what like him huh mama im chasin a ghost i dont know who he is mama im chasin a ghost i dont know where he is mama im chasin a ghost do i look huh like him like him i decided to anything that lives inside of you i would never ever lie to you yeah you aint ever gotta lie to me im everything that ive strived to be so do i look like him do i look like him like him like him like him like him i dont look like him like him it was my fault not yours not his it was my fault im sorry you know it was my fault not him cause he always wanted to be there for you and im sorry i was young but hes always wanted to be a father to you so i i fucked up and i take ownership of that of my choices and decisions and im sorry for that hes a good guy so dont hold that against him because it was my fault just you know forgive me
Morena,Neton Vega & Peso Pluma,"corrido, corridos tumbados, corridos bélicos, electro corridos","¡Uh-ah!

Ahorita ando como quiero
Con los Balenciaga y un polvito bueno
Pa' empezar la fiesta, que nos amanezca
Clase Azul el tequilita
No me pide nada, no me pide nada
Y eso me apendeja, me apendeja

Cama y láser, la nariz helada
Yo te cumplo, mija, todo
Todo lo que quieras, 'tás bien buena
Piratita
Por un lado la plebita, la falda cortita
Chula la morena, 'tá bien buena

Así suena el Neto y la puta Doble P, mija
¡Uh!

Dos esclava' en la muñeca
Los ojos tumbados por el humo blanco
Y el escapulario aquí lo traigo a diario
Pérdidas las tres llamadas
No sé dónde estaba, traía el cel sin carga
Ella no me cree nada, ella no me cree nada

Cama y láser, la nariz helada
Yo te cumplo, mija, todo
Todo lo que quieras, 'tás bien buena
Piratita
Por un lado la plebita, la falda cortita
Chula la morena, 'tá bien buena",¡uhah ahorita ando como quiero con los balenciaga y un polvito bueno pa empezar la fiesta que nos amanezca clase azul el tequilita no me pide nada no me pide nada y eso me apendeja me apendeja cama y láser la nariz helada yo te cumplo mija todo todo lo que quieras tás bien buena piratita por un lado la plebita la falda cortita chula la morena tá bien buena así suena el neto y la puta doble p mija ¡uh dos esclava en la muñeca los ojos tumbados por el humo blanco y el escapulario aquí lo traigo a diario pérdidas las tres llamadas no sé dónde estaba traía el cel sin carga ella no me cree nada ella no me cree nada cama y láser la nariz helada yo te cumplo mija todo todo lo que quieras tás bien buena piratita por un lado la plebita la falda cortita chula la morena tá bien buena
Haunted,Kane Brown With Jelly Roll,"country, pop country","Wakin' up in cold sweats
California king beds
Got the diamond ring set
Shoes that ain't released yet
Maserati sports car
Singin' songs that everybody knows on a guitar
They say I'm a superstar

But oh (Oh)
I still got this feeling in my bones (Bone)
Happens every time that I'm alone
Part of me is feelin' like a ghost, oh-woah

'Cause I'm haunted by the voice in my head
I'm haunted by the taste of that lead
I wanted too many times to jump off of the edge
Thinkin' I was better off dead
I'm haunted only ever other night
I'm haunted and I wish I knew why
I wanted too many times to be gone by the mornin'
If I'm honest
Yeah, I'm haunted
Woah, yeah
Yeah, I'm haunted (I'm haunted)

If I'm bein' real
I spent my whole life escapin' the pills
If I'm bein' real
I think I was happier when I couldn't pay the bills
If I'm bein' real (If I'm bein' real)
I'm searchin' for purpose
I feel wealthy but worthless
If I'm bein' real
I don't know if it's worth it

'Cause I'm haunted by the voice in my head
I'm haunted by the taste of that lead
I wanted too many times to jump off of the edge
Thinkin' I was better off dead
I'm haunted only ever other night
I'm haunted and I wish I knew why
I wanted too many times to be gone by the mornin'
If I'm honest
Yeah, I'm haunted, oh
Haunted

If I'm bein' real
I spent my whole life escapin' the pills
If I'm bein' real
If I'm bein' real

'Cause I'm haunted by the voice in my head (Yeah, I'm haunted)
I'm haunted by the taste of that lead (I'm, oh, so, haunted)
I wanted too many times to jump off of the edge
Thinkin' I was better off dead (Was better off dead)
I'm haunted only ever other night (Wish I knew)
I wanted too many times to be gone by the mornin' (By the mornin')
Bein' honest
Yeah, I'm haunted

Haunted
Haunted
Haunted
Haunted
Haunted",wakin up in cold sweats california king beds got the diamond ring set shoes that aint released yet maserati sports car singin songs that everybody knows on a guitar they say im a superstar but oh oh i still got this feeling in my bones bone happens every time that im alone part of me is feelin like a ghost ohwoah cause im haunted by the voice in my head im haunted by the taste of that lead i wanted too many times to jump off of the edge thinkin i was better off dead im haunted only ever other night im haunted and i wish i knew why i wanted too many times to be gone by the mornin if im honest yeah im haunted woah yeah yeah im haunted im haunted if im bein real i spent my whole life escapin the pills if im bein real i think i was happier when i couldnt pay the bills if im bein real if im bein real im searchin for purpose i feel wealthy but worthless if im bein real i dont know if its worth it cause im haunted by the voice in my head im haunted by the taste of that lead i wanted too many times to jump off of the edge thinkin i was better off dead im haunted only ever other night im haunted and i wish i knew why i wanted too many times to be gone by the mornin if im honest yeah im haunted oh haunted if im bein real i spent my whole life escapin the pills if im bein real if im bein real cause im haunted by the voice in my head yeah im haunted im haunted by the taste of that lead im oh so haunted i wanted too many times to jump off of the edge thinkin i was better off dead was better off dead im haunted only ever other night wish i knew i wanted too many times to be gone by the mornin by the mornin bein honest yeah im haunted haunted haunted haunted haunted haunted
