song_title,artist,genre,lyrics,clean_lyrics
"Baby, I'm Yours",Barbara Lewis,"northern soul, doo-wop","And I'll be yours until the stars fall from the sky
Yours until the rivers all run dry
In other words, until I die
Baby I'm yours
And I'll be yours until the sun no longer shines
Yours until the poets run out of rhyme
In other words, until the end of time
I'm gonna stay right here by your side
Do my best to keep you satisfied
Nothing in this world can drive me away
'Cause every day you'll hear me say
Baby I'm yours
And I'll be yours until two and two is three
Yours until the mountain crumbles to the sea
In other words, until eternity
Baby I'm yours
Till the stars fall from the sky
Baby I'm yours
Till the rivers all run dry
Baby I'm yours
Till the poets run out of rhyme
Baby I'm yours",and ill be yours until the stars fall from the sky yours until the rivers all run dry in other words until i die baby im yours and ill be yours until the sun no longer shines yours until the poets run out of rhyme in other words until the end of time im gonna stay right here by your side do my best to keep you satisfied nothing in this world can drive me away cause every day youll hear me say baby im yours and ill be yours until two and two is three yours until the mountain crumbles to the sea in other words until eternity baby im yours till the stars fall from the sky baby im yours till the rivers all run dry baby im yours till the poets run out of rhyme baby im yours
You Were On My Mind,We Five,folk rock,"When I woke up this mornin'
You were on my mind
And you were on my mind
I got troubles, whoa-oh
I got worries, whoa-oh
I got wounds to bind

So I went to the corner
Just to ease my pain
Said, just to ease my pain
I got troubles, whoa-oh
I got worries, whoa-oh
I came home again

But I woke up this mornin'
You were on my mind
And you were on my mind
(Yeah) I got troubles, whoa-oh
I got worries, whoa-oh
I got wounds to bind

Hey, I got a feelin'
Down in my shoes
Said a-way down in my shoes
Hey, I got to ramble, whoa-oh
I got to move, whoa-oh
I got to walk away my blues

But I woke up this mornin'
You were on my mind
And you were on my mind
Hey, I got troubles, whoa-oh
I got worries, whoa-oh
I got wounds to bind",when i woke up this mornin you were on my mind and you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind so i went to the corner just to ease my pain said just to ease my pain i got troubles whoaoh i got worries whoaoh i came home again but i woke up this mornin you were on my mind and you were on my mind yeah i got troubles whoaoh i got worries whoaoh i got wounds to bind hey i got a feelin down in my shoes said away down in my shoes hey i got to ramble whoaoh i got to move whoaoh i got to walk away my blues but i woke up this mornin you were on my mind and you were on my mind hey i got troubles whoaoh i got worries whoaoh i got wounds to bind
Nothing But Heartaches,The Supremes,"motown, northern soul, soul","Nothing but heartaches, ooh
Nothing but heartaches
He brings nothing but heartaches, ooh
I can't break away from his arms (I can't break away)
I can't break away from his charms (I can't break away)
I can't break away from his kiss (I can't break away)
'Cause his kiss I'll surely miss (I can't break away)

All my life I needed someone to need me
So I do my very best to please him
But the more and more I care
The more of him other girls share
When I need a hand to hold
That's the time he leaves me all alone
Just keeps me, keeps me crying
Myself to sleep (He brings nothing but heartaches)

Nothing but heartaches, ooh
Nothing but heartaches (He brings nothing but heartaches)
But I can't break away
Oh, no, I keep on loving him more each day
Ooh, I can't break away from his arms (I can't break away)
I can't break away from his charms (I can't break away)
I can't break away from his kiss (I can't break away)
'Cause his kiss I'll surely miss (I can't break away)

To him I'm loyal, to him I'm true
Why can't he be the same way too?
But the more my love has grown
The less love he had shown
He makes promises he doesn't keep
Sometimes I don't see him all week
Just keeps me, keeps me crying
Myself to sleep (He brings nothing but heartaches)

Nothing but heartaches, ooh
Nothing but heartaches (He brings nothing but heartaches)
But I can't break away
Oh, no, I keep on loving him more each day
Ooh, I can't break away from his arms (I can't break away)
I can't break away from his charms (I can't break away)
I can't break away from his kiss (I can't break away)
'Cause his kiss I'll surely miss (I can't break away)

Nothing but heartaches, ooh
Nothing but heartaches (He brings nothing but heartaches)
I can't break away, oh no
I keep on loving him more each day
I can't break away from his arms (I can't break away)
I can't break away from his charms (I can't break away)
I can't break away from his kiss (I can't break away)
'Cause his kiss I'll surely miss",nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches ooh i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss i cant break away all my life i needed someone to need me so i do my very best to please him but the more and more i care the more of him other girls share when i need a hand to hold thats the time he leaves me all alone just keeps me keeps me crying myself to sleep he brings nothing but heartaches nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches but i cant break away oh no i keep on loving him more each day ooh i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss i cant break away to him im loyal to him im true why cant he be the same way too but the more my love has grown the less love he had shown he makes promises he doesnt keep sometimes i dont see him all week just keeps me keeps me crying myself to sleep he brings nothing but heartaches nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches but i cant break away oh no i keep on loving him more each day ooh i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss i cant break away nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches i cant break away oh no i keep on loving him more each day i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss
Don't Just Stand There,Patty Duke,adult standards,"Please don't just stand there
Come and kiss me like before
Please don't just stand there
Looking down at the floor

If something is wrong
Give me just one little sign
If there's someone else, please tell me
Tell me, what, what, what
What's on your mind

Once when we'd meet
You'd run to hold me tight
Life was so sweet
Until tonight

Please don't just stand there
Get it over, if we're through
Please don't just stand there
While my heart breaks in two

Knowing I care
How can you be so unkind?
Please, stop hurting me and help me
Tell me, what, what, what
What's on your mind

If it's a game
I don't want to play it
And if it's goodbye
Why can't you just say it?

Why make me cry like you do?
How can you be so unkind?
Please start loving me or leave me
Tell me, what, what, what
What's on your mind

(Don't just stand there)
Tell me, what, what, what
What's on your mind
(Don't just stand there)
Tell me, what, what, what
What's on your mind
(Don't just stand there)
Tell me, what, what, what
What's on your mind...",please dont just stand there come and kiss me like before please dont just stand there looking down at the floor if something is wrong give me just one little sign if theres someone else please tell me tell me what what what whats on your mind once when wed meet youd run to hold me tight life was so sweet until tonight please dont just stand there get it over if were through please dont just stand there while my heart breaks in two knowing i care how can you be so unkind please stop hurting me and help me tell me what what what whats on your mind if its a game i dont want to play it and if its goodbye why cant you just say it why make me cry like you do how can you be so unkind please start loving me or leave me tell me what what what whats on your mind dont just stand there tell me what what what whats on your mind dont just stand there tell me what what what whats on your mind dont just stand there tell me what what what whats on your mind
All I Really Want To Do,Cher,"free jazz, soul jazz","Now I ain't lookin' to compete with you
Beat on, cheat on, mistreat you
Simplify you, classify you
Deny, defy, mystify you

All I really want to do
Is, baby, be friends with you
Baby, be friends with you

Now I ain't lookin' to fight with you
Frighten you or uptighten you
Drag you down or drain you down
Chain you down or bring you down

All I really want to do
Is, baby, be friends with you
Baby, be friends with you

I ain't lookin' to block you up
Dock or rock or lock you up
Analyze you, categorize you
Finalize or advertise you

All I really want to do
Is, baby, be friends with you
Baby, be friends with you

I don't want to straight-face you up
Race or chase or track or trace you
Or disgrace you or displace you
Or define you or confine you

All I really want to do
Is, baby, be friends with you
Baby, be friends with you

Now I don't want to meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you

All I really want to do
Is, baby, be friends with you
Baby, be friends with you",now i aint lookin to compete with you beat on cheat on mistreat you simplify you classify you deny defy mystify you all i really want to do is baby be friends with you baby be friends with you now i aint lookin to fight with you frighten you or uptighten you drag you down or drain you down chain you down or bring you down all i really want to do is baby be friends with you baby be friends with you i aint lookin to block you up dock or rock or lock you up analyze you categorize you finalize or advertise you all i really want to do is baby be friends with you baby be friends with you i dont want to straightface you up race or chase or track or trace you or disgrace you or displace you or define you or confine you all i really want to do is baby be friends with you baby be friends with you now i dont want to meet your kin make you spin or do you in or select you or dissect you or inspect you or reject you all i really want to do is baby be friends with you baby be friends with you
(I Can't Get No) Satisfaction,The Rolling Stones,"classic rock, rock","I can't get no satisfaction
I can't get no satisfaction
'Cause I try, and I try, and I try and I try
I can't get no, I can't get no

When I'm driving in my car
And that man comes on the radio
And he's telling me more and more
About some useless information
Supposed to fire my imagination
I can't get no, oh no, no, no
Hey, hey, hey, that's what I'll say

I can't get no satisfaction
I can't get no satisfaction
'Cause I try, and I try, and I try, and I try
I can't get no, I can't get no

When I'm watching my TV
And a man comes on and tells me
How white my shirts can be
Well, he can't be a man 'cause he doesn't smoke
The same cigarettes as me
I can't get no, oh no, no, no
Hey, hey, hey, that's what I say

I can't get no satisfaction
I can't get no girl reaction
'Cause I try, and I try, and I try, and I try
I can't get no, I can't get no

When I'm riding 'round the world
And I'm doing this and I'm signing that
And I'm trying to make some girl
Who tells me, ""Baby, better come back, maybe next week""
'Cause you see, I'm on a losing streak
I can't get no, oh no, no, no
Hey, hey, hey, that's what I'll say

I can't get no, I can't get no
I can't get no satisfaction
No satisfaction, no satisfaction, no satisfaction
I can't get no",i cant get no satisfaction i cant get no satisfaction cause i try and i try and i try and i try i cant get no i cant get no when im driving in my car and that man comes on the radio and hes telling me more and more about some useless information supposed to fire my imagination i cant get no oh no no no hey hey hey thats what ill say i cant get no satisfaction i cant get no satisfaction cause i try and i try and i try and i try i cant get no i cant get no when im watching my tv and a man comes on and tells me how white my shirts can be well he cant be a man cause he doesnt smoke the same cigarettes as me i cant get no oh no no no hey hey hey thats what i say i cant get no satisfaction i cant get no girl reaction cause i try and i try and i try and i try i cant get no i cant get no when im riding round the world and im doing this and im signing that and im trying to make some girl who tells me baby better come back maybe next week cause you see im on a losing streak i cant get no oh no no no hey hey hey thats what ill say i cant get no i cant get no i cant get no satisfaction no satisfaction no satisfaction no satisfaction i cant get no
Since I Lost My Baby,The Temptations,"motown, soul","The sun is shining (Oh yeah)
There's plenty of light
A new day is dawning
Sunny and bright
But after I've been crying all night
The sun is cold
And the new day seems old

Since I lost my baby
(Since I lost my baby)
Oh, since I lost my baby
(Since I lost my baby)

The birds are singing
And the children are playing (Doo-doo-doo)
There's plenty of work
And the bosses are paying
Not a sad word should
A young heart be saying
But fun is a bore
And with money I'm poor

Since I lost my baby
(Since I lost my baby)
Oh, since I lost my baby
(Since I lost my baby)

Next time I'll be kinder
(Next time I'll be kinder)
Won't you please help me find her
(Won't you please help me find her)
Someone just remind her
(Someone just remind her)
Of this love she left behind her
(Of this love she left behind her)
'Til I find her I'll be trying
('Til I find her I'll be trying)
Every day I'm more inclined to find her
Inclined to find her
(Inclined to find my baby)
Been looking everywhere (Baby)
Baby, I really, really care

Oh, determination is fading fast (Oh yeah)
Inspiration is a thing of the past (Oh yeah)
Can't see how my hope's gonna last
Good things are bad
And what's happy is sad

Since I lost my baby
(Since I lost my baby)
Oh, since I lost my baby
(Since I lost my baby)

I feel so bad (Since I lost my baby)
I feel so sad (Since I lost my baby)
Everything is wrong (Since I lost my baby)
This heart is hard to carry on (Since I lost my baby)
I'm lost as can be (Since I lost my baby)
What's gonna happen to me?",the sun is shining oh yeah theres plenty of light a new day is dawning sunny and bright but after ive been crying all night the sun is cold and the new day seems old since i lost my baby since i lost my baby oh since i lost my baby since i lost my baby the birds are singing and the children are playing doodoodoo theres plenty of work and the bosses are paying not a sad word should a young heart be saying but fun is a bore and with money im poor since i lost my baby since i lost my baby oh since i lost my baby since i lost my baby next time ill be kinder next time ill be kinder wont you please help me find her wont you please help me find her someone just remind her someone just remind her of this love she left behind her of this love she left behind her til i find her ill be trying til i find her ill be trying every day im more inclined to find her inclined to find her inclined to find my baby been looking everywhere baby baby i really really care oh determination is fading fast oh yeah inspiration is a thing of the past oh yeah cant see how my hopes gonna last good things are bad and whats happy is sad since i lost my baby since i lost my baby oh since i lost my baby since i lost my baby i feel so bad since i lost my baby i feel so sad since i lost my baby everything is wrong since i lost my baby this heart is hard to carry on since i lost my baby im lost as can be since i lost my baby whats gonna happen to me
What's New Pussycat?,Tom Jones,Pop,"What's new pussycat? Woah, Woah
Pussycat, Pussycat
I've got flowers
And lots of hours
To spend with you
So go and powder your cute little pussycat nose!
Pussycat, Pussycat
I love you
Yes, I do!
You and your pussycat nose!
What's new pussycat? Woah, Woah
What's new pussycat? Woah, Woah
Pussycat, Pussycat
You're so thrilling
And I'm so willing
To care for you
So go and make up your big little pussycat eyes!
Pussycat, Pussycat
I love you
Yes, I do!
You and your pussycat eyes!
What's new pussycat? Woah, Woah
What's new pussycat? Woah, Woah
What’s new pussycat? Woah, Woah
Pussycat, Pussycat
You're delicious
And if my wishes
Could all come true
I'll soon be kissing your sweet little pussycat lips!
Pussycat, Pussycat
I love you
Yes, I do!
You and your pussycat lips!
You and your pussycat eyes!
You and your pussycat nose!",whats new pussycat woah woah pussycat pussycat ive got flowers and lots of hours to spend with you so go and powder your cute little pussycat nose pussycat pussycat i love you yes i do you and your pussycat nose whats new pussycat woah woah whats new pussycat woah woah pussycat pussycat youre so thrilling and im so willing to care for you so go and make up your big little pussycat eyes pussycat pussycat i love you yes i do you and your pussycat eyes whats new pussycat woah woah whats new pussycat woah woah what’s new pussycat woah woah pussycat pussycat youre delicious and if my wishes could all come true ill soon be kissing your sweet little pussycat lips pussycat pussycat i love you yes i do you and your pussycat lips you and your pussycat eyes you and your pussycat nose
The Tracks Of My Tears,The Miracles,"motown, northern soul, soul","Do do doo do
Do do doo do
Do do doo do
Do do, doo doo doo doo

People say I'm the life of the party
'Cause I tell a joke or two
Although I might be laughing loud and hearty
Deep inside I'm blue

So take a good look at my face
You'll see my smile looks out of place
If you look closer, it's easy to trace
The tracks of my tears
I need you (need you)
Need you (need you)

Since you left me, if you see me with another girl
Seeming like I'm having fun
Although she may be cute, she's just a substitute
Because you're the permanent one

So take a good look at my face
You'll see my smile looks out of place
Yeah, look a little bit closer, and it's easy to trace
Oh, the tracks of my tears
Oh, I need you (need you)
Need you (need you)

Hey, yeah
(Outside) I'm masquerading
(Inside) My hope is fading
(Just a clown) Ooh yeah, since you put me down
My smile is my make up I wear since my break up with you

Baby, take a good look at my face
Ah, you'll see my smile looks out of place
Yeah, just look closer, and it's easy to trace
Oh, the tracks of my tears, baby, baby
Baby, take a good look at my face
Ooh yeah, you'll see my smile looks out of place
Look a little bit closer, it's easy to trace
Yeah, the tracks of my tears, oh, yeah

Baby, take a good look at my face, yeah",do do doo do do do doo do do do doo do do do doo doo doo doo people say im the life of the party cause i tell a joke or two although i might be laughing loud and hearty deep inside im blue so take a good look at my face youll see my smile looks out of place if you look closer its easy to trace the tracks of my tears i need you need you need you need you since you left me if you see me with another girl seeming like im having fun although she may be cute shes just a substitute because youre the permanent one so take a good look at my face youll see my smile looks out of place yeah look a little bit closer and its easy to trace oh the tracks of my tears oh i need you need you need you need you hey yeah outside im masquerading inside my hope is fading just a clown ooh yeah since you put me down my smile is my make up i wear since my break up with you baby take a good look at my face ah youll see my smile looks out of place yeah just look closer and its easy to trace oh the tracks of my tears baby baby baby take a good look at my face ooh yeah youll see my smile looks out of place look a little bit closer its easy to trace yeah the tracks of my tears oh yeah baby take a good look at my face yeah
It Ain't Me Babe,The Turtles,Rock,"Go away from my window
Leave at your own chosen speed
I'm not the one you want, babe
I'm not the one you need
You say you're lookin' for someone
Who's never weak, but always strong
To protect you and defend you
Whether you are right or wrong
Someone to open each and every door

But it ain't me, babe
A-no, no, no, it ain't me, babe
Well, it ain't me you're lookin' for, babe

Go lightly from the ledge, babe
Go lightly on the ground
I'm not the one you want, babe
I'll only lead you down
You say you're lookin' for someone
Who'll promise never to part
Someone to close his eyes to you
Someone to close his heart
Someone who will die for you and more

But it ain't me, babe
A-no, no, no, it ain't me, babe
Well, it ain't me you're lookin' for, babe
No, it ain't me you're lookin' for, babe

I said a-no, no, no, it ain't me, babe
I said a-no, no, no, it ain't me, babe
I said a-no, no, no, it ain't me, babe
I said a-no, no, no, it ain't me, babe
I said a-no, no, no, it ain't me, babe",go away from my window leave at your own chosen speed im not the one you want babe im not the one you need you say youre lookin for someone whos never weak but always strong to protect you and defend you whether you are right or wrong someone to open each and every door but it aint me babe ano no no it aint me babe well it aint me youre lookin for babe go lightly from the ledge babe go lightly on the ground im not the one you want babe ill only lead you down you say youre lookin for someone wholl promise never to part someone to close his eyes to you someone to close his heart someone who will die for you and more but it aint me babe ano no no it aint me babe well it aint me youre lookin for babe no it aint me youre lookin for babe i said ano no no it aint me babe i said ano no no it aint me babe i said ano no no it aint me babe i said ano no no it aint me babe i said ano no no it aint me babe
I'm A Fool,"Dino, Desi & Billy","baroque pop, bubblegum pop","Don't you know I'll be waiting by the telephone, girl
While you're out running around, yeah
I'm sitting home all alone
I'm a fool, just a silly fool
To be in love with you
You can't be kind to me, girl
You always treat me bad, girl
But I can't let you go, I know
It would only make me sad
I'm a fool, just a silly fool
To be in love with you
You treat me just like dirt
You have all the fun
I stay at home and hurt
Baby, I wish I knew, yeah
Just how to get you off my mind, girl
To put you down and say we're through, yeah
I think about you all the time
I'm a fool, just a silly fool
To be in love with you

Baby, I wish I knew, yeah
Just how to get you off my mind, girl
To put you down and say we're through, yeah
I think about you all the time
I'm a fool, just a silly fool
To be in love with you
I'm a fool, I'm a fool
I'm a fool, I'm a fool",dont you know ill be waiting by the telephone girl while youre out running around yeah im sitting home all alone im a fool just a silly fool to be in love with you you cant be kind to me girl you always treat me bad girl but i cant let you go i know it would only make me sad im a fool just a silly fool to be in love with you you treat me just like dirt you have all the fun i stay at home and hurt baby i wish i knew yeah just how to get you off my mind girl to put you down and say were through yeah i think about you all the time im a fool just a silly fool to be in love with you baby i wish i knew yeah just how to get you off my mind girl to put you down and say were through yeah i think about you all the time im a fool just a silly fool to be in love with you im a fool im a fool im a fool im a fool
In The Midnight Hour,Wilson Pickett,"motown, soul, northern soul","I'm gonna wait 'til the midnight hour
That's when my love comes tumbling down
I'm gonna wait 'til the midnight hour
When there's no one else around

I'm gonna take you, girl, and hold you
And do all the things I told you
In the midnight hour
Yes I am, oh, yes I am
One more thing I just want to say right here

I'm gonna wait 'til the stars come out
And see that twinkle in your eyes
I'm gonna wait 'til the midnight hour
That when my love begins to shine

You're the only girl I know
That really love me so
In the midnight hour
Oh yeah, in the midnight hour
Yeah, all right, play it for me one time

I'm gonna wait 'til midnight hour
That's when my love comes tumbling down
I'm gonna wait, way in the midnight hour
That's when my love begins to shine

Just you and I
Oh baby, huh, just you and I
Nobody around baby, just you and I
All right
You know what, I'm gonna hold you in my arms
Just you and I, oh yeah
In the midnight hour
Oh baby, in the midnight hour",im gonna wait til the midnight hour thats when my love comes tumbling down im gonna wait til the midnight hour when theres no one else around im gonna take you girl and hold you and do all the things i told you in the midnight hour yes i am oh yes i am one more thing i just want to say right here im gonna wait til the stars come out and see that twinkle in your eyes im gonna wait til the midnight hour that when my love begins to shine youre the only girl i know that really love me so in the midnight hour oh yeah in the midnight hour yeah all right play it for me one time im gonna wait til midnight hour thats when my love comes tumbling down im gonna wait way in the midnight hour thats when my love begins to shine just you and i oh baby huh just you and i nobody around baby just you and i all right you know what im gonna hold you in my arms just you and i oh yeah in the midnight hour oh baby in the midnight hour
Heart Full Of Soul,The Yardbirds,"psychedelic rock, acid rock, blues rock","Sick at heart and lonely
Deep in dark despair
Thinking one thought only
""Where is she, tell me where?""

And if she says to you
She don't love me
Just give her my message
Tell her of my plea

And I know
That if she had me back again
I would never make her sad
I've got a heart full of soul


And I know
If she had me back again
I would never make her sad
I've got a heart full of soul

She's been gone such a long time
Longer than I can bear
But if she says she wants me
Tell her that I'll be there

And if she says to you
She don't love me
Just give her my message
Tell her of my plea

And I know
That if she had me back again
I would never make her sad
I've got a heart full of soul",sick at heart and lonely deep in dark despair thinking one thought only where is she tell me where and if she says to you she dont love me just give her my message tell her of my plea and i know that if she had me back again i would never make her sad ive got a heart full of soul and i know if she had me back again i would never make her sad ive got a heart full of soul shes been gone such a long time longer than i can bear but if she says she wants me tell her that ill be there and if she says to you she dont love me just give her my message tell her of my plea and i know that if she had me back again i would never make her sad ive got a heart full of soul
Ju Ju Hand,Sam The Sham and the Pharaohs,Rock,"1 ContributorJu Ju Hand Lyrics
Yoka mata huba bakwa juju hand
Ow! They got it

I've got an alligator claw and some goofer dust
So, you better do what you know you must
I got a lock of your hair and a bullfrog's eye
And if you break my heart you better say ""Goodbye""

I got a yoka mata huba bakwa juju hand
This yoka mata huba bakwa sure is grand
Makes your eyes look red and your tongue turn green
The strongest mess that you've ever seen

Mojo hand used to be real strong
It kept you straight when you did me wrong
As time went by you just got so mean
But the yoka mata huba bakwa is the thing

I've got a yoka mata huba bakwa juju hand
This yoka mata huba bakwa sure is grand
Makes your eyes look red and your tongue turn green
The yoka mata huba bakwa makes you scream

Ah!
Ow!
Yoka mata huba bakwa

Mojo hand used to be real strong
It kept you straight when you did me wrong
As time went by you just got so mean
But the yoka mata huba bakwa is the thing

I've got a yoka mata huba bakwa juju hand
This yoka mata huba bakwa sure is grand
Makes your eyes look red and your tongue turn green
The strongest mess that you've ever seen, ow!

Yoka mata huba bakwa juju hand
Yoka mata huba bakwa juju hand",1 contributorju ju hand lyrics yoka mata huba bakwa juju hand ow they got it ive got an alligator claw and some goofer dust so you better do what you know you must i got a lock of your hair and a bullfrogs eye and if you break my heart you better say goodbye i got a yoka mata huba bakwa juju hand this yoka mata huba bakwa sure is grand makes your eyes look red and your tongue turn green the strongest mess that youve ever seen mojo hand used to be real strong it kept you straight when you did me wrong as time went by you just got so mean but the yoka mata huba bakwa is the thing ive got a yoka mata huba bakwa juju hand this yoka mata huba bakwa sure is grand makes your eyes look red and your tongue turn green the yoka mata huba bakwa makes you scream ah ow yoka mata huba bakwa mojo hand used to be real strong it kept you straight when you did me wrong as time went by you just got so mean but the yoka mata huba bakwa is the thing ive got a yoka mata huba bakwa juju hand this yoka mata huba bakwa sure is grand makes your eyes look red and your tongue turn green the strongest mess that youve ever seen ow yoka mata huba bakwa juju hand yoka mata huba bakwa juju hand
Eve Of Destruction,Barry McGuire,folk rock,"The Eastern world, it is explodin'
Violence flarin', bullets loadin'
You're old enough to kill, but not for votin'
You don't believe in war, but what's that gun you're totin'?
And even the Jordan River has bodies floatin'

But you tell me over and over and over again, my friend
Ah, you don't believe we're on the eve of destruction

Don't you understand what I'm tryin' to say?
And can't you feel the fears I'm feelin' today?
If the button is pushed, there's no runnin' away
There'll be no one to save with the world in a grave
Take a look around you, boy, it's bound to scare you, boy

And you tell me over and over and over again, my friend
Ah, you don't believe we're on the eve of destruction
Yeah, my blood's so mad, feels like coagulatin'
I'm sittin' here just contemplatin'
I can't twist the truth, it knows no regulation
Handful of senators don't pass legislation
And marches alone can't bring integration
When human respect is disintegratin'
This whole crazy world is just too frustratin'

And you tell me over and over and over again, my friend
Ah, you don't believe we're on the eve of destruction

Think of all the hate there is in Red China
Then take a look around to Selma, Alabama
Ah, you may leave here, for four days in space
But when you return, it's the same old place
The poundin' of the drums, the pride and disgrace
You can bury your dead, but don't leave a trace
Hate your next-door neighbor, but don't forget to say grace

And tell me over and over and over and over again, my friend
You don't believe we're on the eve of destruction
No, no, you don't believe we're on the eve of destruction",the eastern world it is explodin violence flarin bullets loadin youre old enough to kill but not for votin you dont believe in war but whats that gun youre totin and even the jordan river has bodies floatin but you tell me over and over and over again my friend ah you dont believe were on the eve of destruction dont you understand what im tryin to say and cant you feel the fears im feelin today if the button is pushed theres no runnin away therell be no one to save with the world in a grave take a look around you boy its bound to scare you boy and you tell me over and over and over again my friend ah you dont believe were on the eve of destruction yeah my bloods so mad feels like coagulatin im sittin here just contemplatin i cant twist the truth it knows no regulation handful of senators dont pass legislation and marches alone cant bring integration when human respect is disintegratin this whole crazy world is just too frustratin and you tell me over and over and over again my friend ah you dont believe were on the eve of destruction think of all the hate there is in red china then take a look around to selma alabama ah you may leave here for four days in space but when you return its the same old place the poundin of the drums the pride and disgrace you can bury your dead but dont leave a trace hate your nextdoor neighbor but dont forget to say grace and tell me over and over and over and over again my friend you dont believe were on the eve of destruction no no you dont believe were on the eve of destruction
Looking Through The Eyes Of Love,Gene Pitney,Pop,"In the eyes of the world
I'm a loser just wastin' my time
I can't make a dime
In the eyes of the world
Being born was my first big mistake
I can't get a break

But in the eyes of my woman, I stand
Like a hero, a giant, a man who's as tall as can be
Any fool can see

That she's lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love when she looks at me

In the eyes of the crowd
I'm a do-nothin' kind of a guy
Who'll just live and die
In the eyes of the crowd
I'm another poor Joe on the street
Can't get on my feet

But in the eyes of my woman, they're wrong
I'm a king and a lover as strong and as brave as can be
Any fool can see

That she's lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love when she looks at me

She's making me believe someday
Someday I'm gonna find a way
To be the man that she can see
When she looks at me (Lookin' through the eyes of love)

Lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love (Lookin' through the eyes of love)
Lookin' through the eyes of love",in the eyes of the world im a loser just wastin my time i cant make a dime in the eyes of the world being born was my first big mistake i cant get a break but in the eyes of my woman i stand like a hero a giant a man whos as tall as can be any fool can see that shes lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love when she looks at me in the eyes of the crowd im a donothin kind of a guy wholl just live and die in the eyes of the crowd im another poor joe on the street cant get on my feet but in the eyes of my woman theyre wrong im a king and a lover as strong and as brave as can be any fool can see that shes lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love when she looks at me shes making me believe someday someday im gonna find a way to be the man that she can see when she looks at me lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love
Houston,Dean Martin,"christmas, adult standards, big band, swing music","Everybody puts me down
I'm a face without a name
Just walking in the rain
Goin' back to Houston, Houston, Houston
I got holes in both of my shoes
Well I'm a walking case of the blues
Saw a dollar yesterday
But the wind blew it away
Goin' back to Houston, Houston, Houston
I haven't eaten in about a week
I'm so hungry when I walk I squeak
Nobody calls me friend
It's sad the shape I'm in
Goin' back to Houston, Houston, Houston
Goin' back to Houston, Houston, Houston
I got a girl waiting there for me
Well at least she said she'd be
I got a home and a big warm bed
And a feather pillow for my head
Goin' back to Houston, Houston, Houston
Well it's lonesome in this old town
Everybody put me down
I'm a face without a name
Just walking in the rain
Goin' back to Houston, Houston, Houston",everybody puts me down im a face without a name just walking in the rain goin back to houston houston houston i got holes in both of my shoes well im a walking case of the blues saw a dollar yesterday but the wind blew it away goin back to houston houston houston i havent eaten in about a week im so hungry when i walk i squeak nobody calls me friend its sad the shape im in goin back to houston houston houston goin back to houston houston houston i got a girl waiting there for me well at least she said shed be i got a home and a big warm bed and a feather pillow for my head goin back to houston houston houston well its lonesome in this old town everybody put me down im a face without a name just walking in the rain goin back to houston houston houston
Take Me Back,Little Anthony And The Imperials,"doo-wop, northern soul","Take me back, I'm begging please
Take me back, I'm on my knees
For you to scold me
Hurt me, hold me
Darling, take me back

When you belonged to me
I had a jealous mind
Too late I learned that you
Were not the cheating kind

Take me back, I'm begging please
Take me back, I'm on my knees
For you to scold me
Hurt me, hold me
Darling, take me back

My jealous eyes have learned
To take a look or two
They were too blind to see
That I was losing you

Take me back, I'm begging please
Take me back, I'm on my knees
For you to scold me
Hurt me, hold me
Darling, take me back

They say you live and learn
And though I've tried before
I promise never to
Be jealous any more

Take me back, I'm begging please
Take me back, I'm on my knees
For you to scold me
Hurt me, hold me
Darling, take me back",take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back when you belonged to me i had a jealous mind too late i learned that you were not the cheating kind take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back my jealous eyes have learned to take a look or two they were too blind to see that i was losing you take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back they say you live and learn and though ive tried before i promise never to be jealous any more take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back
