song_title,artist,genre,lyrics,clean_lyrics
Smokin' In The Boys Room,Motley Crue,"glam metal, glam rock, hard rock","Woo!
You ever seem to have one of those days where everyone's on your case
From your teacher all the way down to your best girlfriend?
Well, you know, I used to have those about all the time
But I found a way to get out of it
Let me tell you about

Sittin' in the classroom, thinkin' it's a drag
Listenin' to the teacher rap just ain't my bag
By the two bells ring, you know it's my cue
I'm gonna meet the boys on floor number two

Smokin' in the boys room
Smokin' in the boys room
Now, teacher, don't you fill me up with your rule
'Cause everybody knows that smokin' ain't allowed in school
Hey, hey

Checkin' out the hall, makin' sure the coast is clear
Lookin' in the stalls, nah, there ain't nobody here
My buddies, Sixx, Mick and Tom
To get caught would surely be the death of us all

Smokin' in the boys room
Ah, we're smokin' in the boys room
Now, teacher, don't you fill me up with your rule
'Cause everybody knows that smokin' ain't allowed in school

Hey, can I be excused?


Well, put me to work in my school bookstore
Checkout counter and I got bored
Teacher was lookin' for me all around
Two hours later, you know where I was found?

Smokin' in the boys room
I tell you, I was smokin' in the boys room
Nah-nah-nah, teacher, don't you fill me up with your rule
Everybody knows that smokin' ain't allowed in school
Everybody!

Smokin' in the boys room (Ooh)
Smokin' in the boys room
I tell you, I was smokin' in the boys room
Hey, smokin' in the boys room
Hey, teacher, don't you fill me up with your rule
'Cause everybody knows that smokin' ain't allowed in school
One more!

Smokin' in the boys room
Smokin' in the boys room
Now, teacher, I ain't foolin' around with your rule
Everybody knows that smokin' ain't allowed in school",woo you ever seem to have one of those days where everyones on your case from your teacher all the way down to your best girlfriend well you know i used to have those about all the time but i found a way to get out of it let me tell you about sittin in the classroom thinkin its a drag listenin to the teacher rap just aint my bag by the two bells ring you know its my cue im gonna meet the boys on floor number two smokin in the boys room smokin in the boys room now teacher dont you fill me up with your rule cause everybody knows that smokin aint allowed in school hey hey checkin out the hall makin sure the coast is clear lookin in the stalls nah there aint nobody here my buddies sixx mick and tom to get caught would surely be the death of us all smokin in the boys room ah were smokin in the boys room now teacher dont you fill me up with your rule cause everybody knows that smokin aint allowed in school hey can i be excused well put me to work in my school bookstore checkout counter and i got bored teacher was lookin for me all around two hours later you know where i was found smokin in the boys room i tell you i was smokin in the boys room nahnahnah teacher dont you fill me up with your rule everybody knows that smokin aint allowed in school everybody smokin in the boys room ooh smokin in the boys room i tell you i was smokin in the boys room hey smokin in the boys room hey teacher dont you fill me up with your rule cause everybody knows that smokin aint allowed in school one more smokin in the boys room smokin in the boys room now teacher i aint foolin around with your rule everybody knows that smokin aint allowed in school
If You Love Somebody Set Them Free,Sting,"hindi hip hop, desi hip hop, punjabi hip hop","Free, free, set them free (Oh, whoa, whoa)
Free, free, set them free (Oh)
Free, free, set them free
Free, free, set them free

If you need somebody (Free, free, set them free)
Call my name (Free, free, set them free)
If you want someone (Free, free, set them free)
You can do the same (Free, free, set them free)
If you wanna keep something precious (Free, free, set them free)
You gotta lock it up and throw away the key (Free, free, set them free)
If you wanna hold onto your possession (Free, free, set them free)
Don't even think about me (Free, free, set them free)

If you love somebody
If you love someone
If you love somebody
If you love someone, set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)

If it's a mirror you want
Just look into my eyes
Or a whipping boy, someone to despise
Or a prisoner in the dark
Tied up in chains you just can't see
Or a beast in a gilded cage
That's all some people ever wanna be

If you love somebody (Love somebody)
If you love someone (Love somebody)
If you love somebody (Love somebody)
If you love someone (Love somebody)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)

You can't control an independent heart
(Can't hold what you can't keep)
Can't tear the one you love apart
(Can't love what you can't keep)
Forever conditioned to believe that we can't live
We can't live here and be happy with less
So many riches, so many souls
Everything we see there, we want to possess

If you need somebody, call my name
If you want someone
You can do, you can do, you can do the same
If you wanna keep something precious
You gotta lock it up and throw away the key
You wanna hold onto your possession
Don't even think about me

If you love somebody (Love somebody)
If you love someone (Love somebody)
If you love somebody (Love somebody)
If you love someone (Love somebody)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free, oh)
Set them free (Free, free, set them free)

Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)
Set them free (Free, free, set them free)",free free set them free oh whoa whoa free free set them free oh free free set them free free free set them free if you need somebody free free set them free call my name free free set them free if you want someone free free set them free you can do the same free free set them free if you wanna keep something precious free free set them free you gotta lock it up and throw away the key free free set them free if you wanna hold onto your possession free free set them free dont even think about me free free set them free if you love somebody if you love someone if you love somebody if you love someone set them free free free set them free set them free free free set them free set them free free free set them free set them free free free set them free if its a mirror you want just look into my eyes or a whipping boy someone to despise or a prisoner in the dark tied up in chains you just cant see or a beast in a gilded cage thats all some people ever wanna be if you love somebody love somebody if you love someone love somebody if you love somebody love somebody if you love someone love somebody set them free free free set them free set them free free free set them free set them free free free set them free set them free free free set them free you cant control an independent heart cant hold what you cant keep cant tear the one you love apart cant love what you cant keep forever conditioned to believe that we cant live we cant live here and be happy with less so many riches so many souls everything we see there we want to possess if you need somebody call my name if you want someone you can do you can do you can do the same if you wanna keep something precious you gotta lock it up and throw away the key you wanna hold onto your possession dont even think about me if you love somebody love somebody if you love someone love somebody if you love somebody love somebody if you love someone love somebody set them free free free set them free set them free free free set them free set them free free free set them free oh set them free free free set them free set them free free free set them free set them free free free set them free set them free free free set them free set them free free free set them free set them free free free set them free set them free free free set them free
Everytime You Go Away,Paul Young,Pop,"Hey, if we can solve any problem
Then why do we lose so many tears?
Oh, so you go again
When the leading man appears
Always the same thing
Can't you see
We've got everything
Going on and on and on?

Every time you go away
You take a piece of me with you
Every time you go away
You take a piece of me with you, ooh

Go on and go free, yeah
Maybe you're too close to see
I can feel your body move
Doesn't mean that much to me
I can't go on saying the same thing
'Cause can't you see?
We got everything
Baby, even though you know

Every time you go away, yeah
You take a piece of me with you, oh
Every time you go away
You take a piece of me with you, ooh

I can't go on saying the same thing
'Cause, baby, can't you see?
We got everything
Going on and on and on

Every time you go away
You take a piece of me with you
Every time you go away
You take a piece of me with you

(Every time you go away) Ohh
(You take a piece of me with you) Every time you go
(Every time you go away) I think that I don't care
(You take a piece of me with you) I've been living it everywhere
(Every time you go away) Don't leave me all alone
(You take a piece of me with you) Picking up the pieces",hey if we can solve any problem then why do we lose so many tears oh so you go again when the leading man appears always the same thing cant you see weve got everything going on and on and on every time you go away you take a piece of me with you every time you go away you take a piece of me with you ooh go on and go free yeah maybe youre too close to see i can feel your body move doesnt mean that much to me i cant go on saying the same thing cause cant you see we got everything baby even though you know every time you go away yeah you take a piece of me with you oh every time you go away you take a piece of me with you ooh i cant go on saying the same thing cause baby cant you see we got everything going on and on and on every time you go away you take a piece of me with you every time you go away you take a piece of me with you every time you go away ohh you take a piece of me with you every time you go every time you go away i think that i dont care you take a piece of me with you ive been living it everywhere every time you go away dont leave me all alone you take a piece of me with you picking up the pieces
Life In One Day,Howard Jones,"new wave, synthpop","Said don't always take life so seriously
Play the flute
And dance and sing your song
Try and enjoy the here and now
The future will take care of itself somehow
The grass is never greener over there
Time will wear away the stone
Gets the hereditary bone
Chorus
Don't try to live your life in one day
Don't go speed your time away
Don't try to live your life in one day
Don't go speed your time away
The old man said to me
Said you can't change the world single-handedly
Raise a glass enjoy the scenery
Pretend the water is champagne
And fill my glass again and again
While the wolves are gathering round your door
Time will wear away the stone
Gets the hereditary bone

The old man said to me
Said don't always take life so seriously
Play the flute
And dance and sing your song
Try and enjoy the here and now
The future will take care of itself somehow
The grass is never greener over there
Time will wear away the stone
Gets the hereditary bone
I tried to live my life in one day
Don't go speed your time away
I bit off more than I can chew
Only so much you can do
Wolves are gathering round my door
Ask them in and invite some more
I tried to live my life in one day
Don't go speed your time away",said dont always take life so seriously play the flute and dance and sing your song try and enjoy the here and now the future will take care of itself somehow the grass is never greener over there time will wear away the stone gets the hereditary bone chorus dont try to live your life in one day dont go speed your time away dont try to live your life in one day dont go speed your time away the old man said to me said you cant change the world singlehandedly raise a glass enjoy the scenery pretend the water is champagne and fill my glass again and again while the wolves are gathering round your door time will wear away the stone gets the hereditary bone the old man said to me said dont always take life so seriously play the flute and dance and sing your song try and enjoy the here and now the future will take care of itself somehow the grass is never greener over there time will wear away the stone gets the hereditary bone i tried to live my life in one day dont go speed your time away i bit off more than i can chew only so much you can do wolves are gathering round my door ask them in and invite some more i tried to live my life in one day dont go speed your time away
Who's Holding Donna Now,Debarge,quiet storm,"Sometimes a love won't let go
Hard as I try I know it shows
Everybody's telling me
You'll be over her eventually
But how am I supposed to feel so secure?

When I keep wonderin'
Who's holding Donna now?
And I keep wonderin'
Whose heart she's knocking around
There's nothing I wouldn't do
To be in his shoes somehow
And I keep wonderin'
Who's holding Donna now?
And I keep wonderin'
What magic can be found?
To turn me back to the one
Who's holding Donna now

The letter started with goodbye
I've read it half a million times
Tell me this is just a dream
When I wake up she'll be here next to me
Tell me it will be just the way it was, oh

Well, I keep wonderin'
Who's holding Donna now?
And I keep wonderin'
Whose heart she's knocking around
There's nothing I wouldn't do
To be in his shoes right now
And I keep wonderin'
Who's holding Donna now?
And I keep wonderin'
What magic can be found?
To turn me back to the one
Who's holding Donna now


Who's holding Donna now?
I keep wonderin'
Whose heart she's knocking around
There's nothing I wouldn't do
To be in his shoes right now
(Whoa, whoa, whoa)
Who's holding Donna now?
(Oh, Donna)
What magic can be found?
To make me the one
Who's holding Donna now
(I can't get Donna off my mind)
Who's holding Donna now?
I keep wonderin'
Whose heart she's knocking around
There's nothing I wouldn't do
To be in his shoes right now",sometimes a love wont let go hard as i try i know it shows everybodys telling me youll be over her eventually but how am i supposed to feel so secure when i keep wonderin whos holding donna now and i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes somehow and i keep wonderin whos holding donna now and i keep wonderin what magic can be found to turn me back to the one whos holding donna now the letter started with goodbye ive read it half a million times tell me this is just a dream when i wake up shell be here next to me tell me it will be just the way it was oh well i keep wonderin whos holding donna now and i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes right now and i keep wonderin whos holding donna now and i keep wonderin what magic can be found to turn me back to the one whos holding donna now whos holding donna now i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes right now whoa whoa whoa whos holding donna now oh donna what magic can be found to make me the one whos holding donna now i cant get donna off my mind whos holding donna now i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes right now
You Spin Me Round (Like A Record),Dead Or Alive,"hi-nrg, synthpop","It was also the first charting single by both the pop band Dead Or Alive, and… Read More 
If I, I get to know your name
Well if I, could trace your private number, baby

All I know is that to me
You look like you're lots of fun
Open up your lovin' arms
I want some, want some

I set my sights on you
(And no one else will do)
And I, I've got to have my way now, baby

All I know is that to me
You look like you're havin' fun
Open up your lovin' arms
Watch out, here I come

You spin me right 'round, baby, right 'round
Like a record, baby, right 'round, 'round, 'round
You spin me right 'round, baby, right 'round
Like a record, baby, right 'round, 'round, 'round

I (I, I, I)
I got to be your friend now, baby
And I (I, I, I) would like to move in just a little bit closer (To move in just a little bit closer)

All I know is that to me
You look like you're lots of fun
Open up your lovin' arms
Watch out, here I come

You spin me right 'round, baby, right 'round
Like a record, baby, right 'round, 'round, 'round
You spin me right 'round, baby, right 'round
Like a record, baby, right 'round, 'round, 'round

I want your love
I want your love

All I know is that to me
You look like you're lots of fun
Open up your lovin' arms
Watch out, here I come

You spin me right 'round, baby, right 'round
Like a record, baby, right 'round, 'round, 'round
You spin me right 'round, baby, right 'round
Like a record, baby, right 'round, 'round, 'round
You spin me right 'round, baby, right 'round (You spin me like a record)
Like a record, baby, right 'round, 'round, 'round (I want your love)
You spin me right 'round, baby, right 'round (You spin me like a record)
Like a record, baby, right 'round, 'round, 'round (I want your love)
You spin me right 'round, baby, right 'round (I need your love)
Like a record, baby, right 'round, 'round, 'round
You spin me right 'round, baby, right 'round (I need your love)
Like a record, baby, right 'round, 'round, 'round",it was also the first charting single by both the pop band dead or alive and… read more if i i get to know your name well if i could trace your private number baby all i know is that to me you look like youre lots of fun open up your lovin arms i want some want some i set my sights on you and no one else will do and i ive got to have my way now baby all i know is that to me you look like youre havin fun open up your lovin arms watch out here i come you spin me right round baby right round like a record baby right round round round you spin me right round baby right round like a record baby right round round round i i i i i got to be your friend now baby and i i i i would like to move in just a little bit closer to move in just a little bit closer all i know is that to me you look like youre lots of fun open up your lovin arms watch out here i come you spin me right round baby right round like a record baby right round round round you spin me right round baby right round like a record baby right round round round i want your love i want your love all i know is that to me you look like youre lots of fun open up your lovin arms watch out here i come you spin me right round baby right round like a record baby right round round round you spin me right round baby right round like a record baby right round round round you spin me right round baby right round you spin me like a record like a record baby right round round round i want your love you spin me right round baby right round you spin me like a record like a record baby right round round round i want your love you spin me right round baby right round i need your love like a record baby right round round round you spin me right round baby right round i need your love like a record baby right round round round
Dress You Up,Madonna,Pop,"You've got style, that's what all the girls say
Satin sheets and luxuries so fine
All your suits are custom made in London
But I've got something that you'll really like

Gonna dress you up in my love
All over, all over
Gonna dress you up in my love
All over your body

Feel the silky touch of my caresses
They will keep you looking so brand new
Let me cover you with velvet kisses
I'll create a look that's made for you

Gonna dress you up in my love
All over, all over
Gonna dress you up in my love
All over your body
Gonna dress you up in my love, in my love
(All over your body) All over your body
In my love (All over, all over)
From your head down to your toes


Gonna dress you up in my love
All over, all over
Gonna dress you up in my love
All over your body
Gonna dress you up in my love, in my love
(All over your body) All over your body
In my love (All over, all over)
From your head down to your toes
(Gonna dress you up in my love)
Gonna dress you up in my love
(All over, all over)
Dress you up in my love
(Gonna dress you up in my love)
In my love
(All over your body)
All over your body
(Gonna dress you up in my love)
Gonna dress you up in my love
(All over, all over)
Dress you up in my love
(Gonna dress you up in my love)
In my love
(All over your body)
Oh, yeah, love me, boy
(Gonna dress you up in my love)
All over your body
(All over, all over)
From your head down to your toes
(Gonna dress you up in my love)
Gonna dress you up in my love
(All over your body)
Dress you up in my love
(Gonna dress you up in my love)
In my love
(All over, all over)
Oh, yeah, love me, boy

(Gonna dress you up in my love)
(All over your body)
(Gonna dress you up in my love)
(All over, all over)",youve got style thats what all the girls say satin sheets and luxuries so fine all your suits are custom made in london but ive got something that youll really like gonna dress you up in my love all over all over gonna dress you up in my love all over your body feel the silky touch of my caresses they will keep you looking so brand new let me cover you with velvet kisses ill create a look thats made for you gonna dress you up in my love all over all over gonna dress you up in my love all over your body gonna dress you up in my love in my love all over your body all over your body in my love all over all over from your head down to your toes gonna dress you up in my love all over all over gonna dress you up in my love all over your body gonna dress you up in my love in my love all over your body all over your body in my love all over all over from your head down to your toes gonna dress you up in my love gonna dress you up in my love all over all over dress you up in my love gonna dress you up in my love in my love all over your body all over your body gonna dress you up in my love gonna dress you up in my love all over all over dress you up in my love gonna dress you up in my love in my love all over your body oh yeah love me boy gonna dress you up in my love all over your body all over all over from your head down to your toes gonna dress you up in my love gonna dress you up in my love all over your body dress you up in my love gonna dress you up in my love in my love all over all over oh yeah love me boy gonna dress you up in my love all over your body gonna dress you up in my love all over all over
Mystery Lady,Billy Ocean,Pop,"Mhm, a-na-na-na-na-na-na-na-na-na, da-da

Hey, Mystery Lady, can I spend the night with you? (Ooh)
Can I have your number? Whoa, I'd be anything you want me to
Ooh, we ought to get something started (Something started)
Ooh, I can tell so very well
He has left you brokenhearted
It's time to start mending your heart

Darling, when the nights are cold and lonely, lonely
Oh, I'll keep you warm

(You need to be loved by me) Mystery Lady
(You need to be loved by me) Mystery Lady

Oh, ooh, ooh
Yeah, yeah, yeah, oh, oh

Hey there, Mystery Lady, love is but a kiss away
And you can bet your bottom dollar, oh
I'll do anything to make you stay
Oh, so let's get something started (Something started)
Why hesitate, girl, I can't wait
There is so much that you're missing (That you're missing)
The fire in your eyes you can't disguise

So darling, when the nights are cold and lonely, lonely
Oh, I'll keep you warm, warm

(You need to be loved by me) Yeah, Mystery Lady, mmm
(You need to be loved by me, Mystery Lady) Mystery Lady, no, no, no, no
(You need to be loved by me, Mystery Lady) Mystery Lady, Lady
(You need to be loved by me, Mystery Lady) A Mystery Lady

Mhm, mhm, girl, I'll come knocking at your door, mhm
Caught in your magic, just look what you started
Mhm, mhm, mmm, ah-ah

We ought to get something started (Something started)
Oh, I can tell so very well
That he's left you brokenhearted
It's time to start mending your heart

So, darling, when the nights are cold and lonely (You're lonely)
Oh, I'll keep you warm, warm

(You need to be loved by me) Yeah, Mystery Lady, mmm
(Don't you wanna be loved by me, Mystery Lady) Mystery Lady, Lady
(You need to be loved by me)
Oh, when the nights are cold and lonely, Mystery Lady, Lady
(Don't you wanna be loved by me, Mystery Lady)
And I need you to be my baby, Mystery Lady
(You need to be loved by me)
I need to be loving, you need to be loved by me, oh
(Don't you wanna be loved by me, Mystery Lady)
Oh, I need to be loving, you need to be loved by me
(You need to be loved by me)
'Cause I can't exist without your love, baby, Mystery Lady, ooh
(Don't you wanna be loved by me, Mystery Lady)
Just love me, baby, oh sugar, take me through the night, ooh",mhm ananananananananana dada hey mystery lady can i spend the night with you ooh can i have your number whoa id be anything you want me to ooh we ought to get something started something started ooh i can tell so very well he has left you brokenhearted its time to start mending your heart darling when the nights are cold and lonely lonely oh ill keep you warm you need to be loved by me mystery lady you need to be loved by me mystery lady oh ooh ooh yeah yeah yeah oh oh hey there mystery lady love is but a kiss away and you can bet your bottom dollar oh ill do anything to make you stay oh so lets get something started something started why hesitate girl i cant wait there is so much that youre missing that youre missing the fire in your eyes you cant disguise so darling when the nights are cold and lonely lonely oh ill keep you warm warm you need to be loved by me yeah mystery lady mmm you need to be loved by me mystery lady mystery lady no no no no you need to be loved by me mystery lady mystery lady lady you need to be loved by me mystery lady a mystery lady mhm mhm girl ill come knocking at your door mhm caught in your magic just look what you started mhm mhm mmm ahah we ought to get something started something started oh i can tell so very well that hes left you brokenhearted its time to start mending your heart so darling when the nights are cold and lonely youre lonely oh ill keep you warm warm you need to be loved by me yeah mystery lady mmm dont you wanna be loved by me mystery lady mystery lady lady you need to be loved by me oh when the nights are cold and lonely mystery lady lady dont you wanna be loved by me mystery lady and i need you to be my baby mystery lady you need to be loved by me i need to be loving you need to be loved by me oh dont you wanna be loved by me mystery lady oh i need to be loving you need to be loved by me you need to be loved by me cause i cant exist without your love baby mystery lady ooh dont you wanna be loved by me mystery lady just love me baby oh sugar take me through the night ooh
Shame,The Motels,new wave,"A very simple crime
A lot of grief reflecting
In how we spend our time
I want to change things
I want to make a change
I'm tired of spending time
Agonizing yesterdays
Shame on me, shame on you
Shame on every little
Thing that we do
Shame on me, shame on you
Now there's only one
Thing we can do
Another empty day
Another day comes true
A lot of selfish dreams
Are waiting here for you
I've got to have you
I've got no one to blame
It's just the two of us
With nothing left to say but

Shame on me, shame on you
Shame on every little
Thing that we do
Shame on me, shame on you
Now there's only one
Thing we can do
Shame on me, shame on you
Shame on me, shame on you
I've got to change things
I've got to make a change
I'm tired of spending time
Agonizing yesterdays
Shame on me, shame on you
Shame on every little
Thing that we do
Shame on me, shame on you
Now there's only one
Thing we can do
Shame on me, shame on you
Shame on me, shame on you
Shame on me, shame on you...",a very simple crime a lot of grief reflecting in how we spend our time i want to change things i want to make a change im tired of spending time agonizing yesterdays shame on me shame on you shame on every little thing that we do shame on me shame on you now theres only one thing we can do another empty day another day comes true a lot of selfish dreams are waiting here for you ive got to have you ive got no one to blame its just the two of us with nothing left to say but shame on me shame on you shame on every little thing that we do shame on me shame on you now theres only one thing we can do shame on me shame on you shame on me shame on you ive got to change things ive got to make a change im tired of spending time agonizing yesterdays shame on me shame on you shame on every little thing that we do shame on me shame on you now theres only one thing we can do shame on me shame on you shame on me shame on you shame on me shame on you
Oh Sheila,Ready For The World,"new jack swing, quiet storm","Like they always say, what's good for the goose
Is always good for the gander
Oh Sheila

Oh, baby, love me right
Let me love you till we get it right
Why can't you let the others be
Cause with you is where I got to be
Oh, suga, where you been?
Hangin' out with your male friends
Listen, somebody's gonna hurt you
The way you love to keep hurting me

And we sing
Oh, oh Sheila
Let me love you till the morning comes
(see the sun)
Oh, oh Sheila
You know I want to be the only one

Oh, baby, understand
That I want to be the only man
But it seems as though it's getting too hard
And I think I'll start to have my own fun
Oh, baby, it's plain to see
That you're qualified to fill your needs
You think you've pulled one over on me
Well honey, baby, just you wait and see

And we sing
Oh, oh Sheila
Let me love you till the morning comes
(The sun is set)
Oh, oh Sheila
You know I want to be the only one
For her

Oh, baby, it's one, two, three
I love you, baby honestly
I want to di-dal-di-da-li
A di-da-li-da-loo
Oh, oh Sheila
Uh, uh, uh
Oh, Sheila
Oh, oh Sheila
Uh, uh, uh
Oh, Sheila

Oh, baby, love me right
Let me love you till we get it right
Oh, Why can't you let the others be
Cause with you is where I got to be, yeah
Oh, baby, understand
That I want to be the only man
You think you've pulled one over on me
Well honey, baby, just you wait and see

And we sing, oh
Oh, Sheila
Oh, oh, Sheila
Let me love you till the morning comes
(The sun is set)
Oh, oh, Sheila
You know I want to be the only one
Oh, oh, Sheila
Let me love you till the morning comes
Oh, oh, Sheila
You know I want to be the only one
Here we go, oh",like they always say whats good for the goose is always good for the gander oh sheila oh baby love me right let me love you till we get it right why cant you let the others be cause with you is where i got to be oh suga where you been hangin out with your male friends listen somebodys gonna hurt you the way you love to keep hurting me and we sing oh oh sheila let me love you till the morning comes see the sun oh oh sheila you know i want to be the only one oh baby understand that i want to be the only man but it seems as though its getting too hard and i think ill start to have my own fun oh baby its plain to see that youre qualified to fill your needs you think youve pulled one over on me well honey baby just you wait and see and we sing oh oh sheila let me love you till the morning comes the sun is set oh oh sheila you know i want to be the only one for her oh baby its one two three i love you baby honestly i want to didaldidali a didalidaloo oh oh sheila uh uh uh oh sheila oh oh sheila uh uh uh oh sheila oh baby love me right let me love you till we get it right oh why cant you let the others be cause with you is where i got to be yeah oh baby understand that i want to be the only man you think youve pulled one over on me well honey baby just you wait and see and we sing oh oh sheila oh oh sheila let me love you till the morning comes the sun is set oh oh sheila you know i want to be the only one oh oh sheila let me love you till the morning comes oh oh sheila you know i want to be the only one here we go oh
There Must Be An Angel,Eurythmics,"new wave, synthpop","I'm thrown and overflown with bliss
There must be an angel
Playing with my heart
I walk into an empty room
And suddenly my heart goes boom
It's an orchestra of angels
And they're playing with my heart
(Must be talking to an angel)
No one on earth could feel like this
I'm thrown and overflown with bliss
There must be an angel
Playing with my heart
And when I think that I'm alone
It seems there's more of us at home
It's a multitude of angels
And they're playing with my heart
I must be hallucinating
Watching angels celebrating
Could this be reactivating
All my senses dislocating
This must be a strange deception
By celestial intervention
Leavin' me the recollection
Of your heavenly connection",im thrown and overflown with bliss there must be an angel playing with my heart i walk into an empty room and suddenly my heart goes boom its an orchestra of angels and theyre playing with my heart must be talking to an angel no one on earth could feel like this im thrown and overflown with bliss there must be an angel playing with my heart and when i think that im alone it seems theres more of us at home its a multitude of angels and theyre playing with my heart i must be hallucinating watching angels celebrating could this be reactivating all my senses dislocating this must be a strange deception by celestial intervention leavin me the recollection of your heavenly connection
Take On Me,a-ha,soft rock,"We're talking away
No, I don't know what I'm to say
I'll say it anyway
Today is another day to find you
Shyin' away
I'll be comin' for your love, okay?

Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two

So, needless to say
I'm odds and ends
But I'll be stumblin' away
Slowly learnin' that life is okay
Say after me
""It's no better to be safe than sorry""

Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two


Oh, things that you say
Yeah, is it life or just to play
My worries away?
You're all the things I've got to remember
You're shyin' away
I'll be comin' for you anyway

Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day

(Take on me) (Take on me)
(Take me on) (Take on me)
I'll be gone (Take on me) (Take on me)
In a day (Take me on) (Take on me)
(Take on me) (Take on me)
(Take me on) (Take on me)
(Take on me)",were talking away no i dont know what im to say ill say it anyway today is another day to find you shyin away ill be comin for your love okay take on me take on me take me on take on me ill be gone in a day or two so needless to say im odds and ends but ill be stumblin away slowly learnin that life is okay say after me its no better to be safe than sorry take on me take on me take me on take on me ill be gone in a day or two oh things that you say yeah is it life or just to play my worries away youre all the things ive got to remember youre shyin away ill be comin for you anyway take on me take on me take me on take on me ill be gone in a day take on me take on me take me on take on me ill be gone take on me take on me in a day take me on take on me take on me take on me take me on take on me take on me
Cry,Godley & Creme,Pop,"You don't know how to ease my pain
You don't know
You don't know how to ease my pain
You don't know what the sound is darling
It's the sound of my tears falling
Or is it the rain?
You don't know

You don't know how to play the game
And you cheat, you lie
You make me wanna cry
You make me wanna cry
Cry
You make me wanna cry

You don't know how to ease my pain
You don't know
You don't know how to ease my pain
Don't you hear any voices crying?
That's the sound of our love dying
Here comes the rain

You don't know how to play the game
And you cheat, you lie
You don't even know how to say goodbye
You make me wanna cry
You don't know
You don't even know how to say goodbye
You make me wanna cry
You don't even know how to say goodbye
You make me wanna cry

Cry
Cry
Cry
Cry",you dont know how to ease my pain you dont know you dont know how to ease my pain you dont know what the sound is darling its the sound of my tears falling or is it the rain you dont know you dont know how to play the game and you cheat you lie you make me wanna cry you make me wanna cry cry you make me wanna cry you dont know how to ease my pain you dont know you dont know how to ease my pain dont you hear any voices crying thats the sound of our love dying here comes the rain you dont know how to play the game and you cheat you lie you dont even know how to say goodbye you make me wanna cry you dont know you dont even know how to say goodbye you make me wanna cry you dont even know how to say goodbye you make me wanna cry cry cry cry cry
Lonely Ol' Night,John Mellencamp,classic rock,"She calls me up and says, Baby, it's a lonely ol' night
I don't know I'm just so scared and lonely all at the same time
Nobody told us it was gonna work out this way
No, no, no, no, no
I guess they knew we'd work it out in our own way

It's a lonely ol' night
Can I put my arms around you?
It's a lonely ol' night
Custom made for two lonely people like me and you

Radio playing softly some singer's sad, sad song
He's singing about standing in the shadows of love
I guess he feels awfully alone
She says I know exactly what he means
Yeah, yeah, yeah, yeah, yeah
And it's a sad, sad, sad, sad feeling
When you're living on those in-betweens
But it's okay

It's a lonely ol' night
Can I put my arms around you?
It's a lonely ol' night
Custom made for two lonely people like me and you

She calls me Baby
She calls everybody Baby
It's a lonely ol' night, but ain't they all?

It's a lonely ol' night
Can I put my arms around you?
It's a lonely ol' night
Custom made for two lonely people like me and you
Yeah

It's a lonely ol' night
Can I put my arms around you?
It's a lonely ol' night
Custom made for two lonely people like me and you
Yeah, like me and you
Yeah, like me and you
Hey!",she calls me up and says baby its a lonely ol night i dont know im just so scared and lonely all at the same time nobody told us it was gonna work out this way no no no no no i guess they knew wed work it out in our own way its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you radio playing softly some singers sad sad song hes singing about standing in the shadows of love i guess he feels awfully alone she says i know exactly what he means yeah yeah yeah yeah yeah and its a sad sad sad sad feeling when youre living on those inbetweens but its okay its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you she calls me baby she calls everybody baby its a lonely ol night but aint they all its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you yeah its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you yeah like me and you yeah like me and you hey
